"CREATED_MONTH","CREATED_YEAR","RESOLVED_MONTH","RESOLVED_YEAR","DATA_FEED","NUM_IGNORED"
9,2020,10,2020,"TUR",4
9,2020,12,2020,"NK",8
9,2020,10,2020,"PI_BM",8
9,2020,12,2020,"PI_ST",6
9,2020,12,2020,"PI_SK",5
9,2020,12,2020,"RINA",2
9,2020,10,2020,"DMA",1
9,2020,11,2020,"VDM",43
9,2020,11,2020,"FRO",4
9,2020,11,2020,"NG",22
10,2020,10,2020,"GHOST_VESSEL",1
10,2020,10,2020,"PI_SK",15
10,2020,10,2020,"PI_SM",8
10,2020,11,2020,"PI_SK",3
10,2020,11,2020,"NK",9
10,2020,10,2020,"PLW",5
10,2020,10,2020,"KI",19
10,2020,11,2020,"KR",2
10,2020,12,2020,"VN",1
10,2020,11,2020,"PI_BM",46
10,2020,12,2020,"PR",12
10,2020,12,2020,"KI",58
10,2020,12,2020,"AMSA",3
11,2020,11,2020,"PI_AM",5
11,2020,11,2020,"PH",1
11,2020,11,2020,"TUR",3
11,2020,12,2020,"PI_WE",1
11,2020,11,2020,"AMSA",1
12,2020,12,2020,"KR",15
12,2020,12,2020,"COK",3
12,2020,12,2020,"IR",7
12,2020,12,2020,"GIBSONS",2
12,2020,12,2020,"UKR",2
1,2021,1,2021,"TU",1
1,2021,1,2021,"LBR",47
1,2021,1,2021,"PI_SC",18
1,2021,1,2021,"CS",35
1,2021,2,2021,"TUR",1
1,2021,1,2021,"VUT",2
1,2021,1,2021,"LR",76
1,2021,2,2021,"GIBSONS",2
1,2021,2,2021,"PI_SK",14
2,2021,2,2021,"MHL",15
2,2021,2,2021,"PI_AM",14
2,2021,2,2021,"CS",13
2,2021,2,2021,"CYP",2
2,2021,2,2021,"PR",1
1,2020,3,2020,"PI_LS",1
1,2020,1,2020,"NIS",6
1,2020,1,2020,"AB",28
1,2020,1,2020,"AMSA",11
1,2020,1,2020,"PI_SM",12
1,2020,11,2020,"LBR",1
1,2020,1,2020,"DB",9
1,2020,3,2020,"MLT",2
1,2020,1,2020,"CS",28
1,2020,9,2020,"PI_WE",1
1,2020,2,2020,"NK",2
1,2020,3,2020,"AMSA",3
1,2020,8,2020,"FRA",2
1,2020,3,2020,"VZ",1
1,2020,2,2020,"BLACKSEA",18
1,2020,8,2020,"BLACKSEA",3
1,2020,2,2020,"COK",15
1,2020,7,2020,"COK",1
1,2020,3,2020,"PLW",3
1,2020,1,2020,"PLW",13
1,2020,1,2020,"GRC",2
1,2020,1,2020,"RS",1
2,2020,5,2020,"BV",1
2,2020,4,2020,"BV",2
2,2020,3,2020,"VUT",2
2,2020,3,2020,"TU",1
2,2020,2,2020,"CS",13
2,2020,2,2020,"NIS",6
2,2020,2,2020,"MHL",14
2,2020,2,2020,"TUR",149
2,2020,5,2020,"LBR",1
2,2020,5,2020,"PI_WE",4
2,2020,5,2020,"NK",1
2,2020,3,2020,"TGO",4
2,2020,3,2020,"VN",2
2,2020,2,2020,"IOM",3
2,2020,8,2020,"BK",1
2,2020,2,2020,"TUV",4
2,2020,10,2020,"TUR",2
2,2020,2,2020,"VDM",1
2,2020,2,2020,"VCT",1
2,2020,2,2020,"PI_KO",2
2,2020,4,2020,"PI_SM",4
2,2020,5,2020,"PI_SM",1
2,2020,4,2020,"IR",1
3,2020,3,2020,"KR",54
3,2020,3,2020,"BLACKSEA",46
3,2020,3,2020,"CS",20
3,2020,11,2020,"PI_AM",1
3,2020,8,2020,"LBR",2
3,2020,7,2020,"LBR",1
3,2020,5,2020,"BLACKSEA",15
3,2020,9,2020,"IR",1
3,2020,9,2020,"NK",4
3,2020,8,2020,"TUR",3
3,2020,7,2020,"TUR",1
3,2020,5,2020,"TUR",1
3,2020,4,2020,"KR",1
3,2020,3,2020,"PH",8
3,2020,5,2020,"PI_ST",1
3,2020,3,2020,"GEO",1
3,2020,11,2020,"PI_SM",1
3,2020,6,2020,"PI_SM",3
3,2020,9,2020,"MHL",1
3,2020,7,2020,"VCT",1
4,2020,4,2020,"BV",135
4,2020,4,2020,"PI_AM",23
4,2020,4,2020,"PI_SK",95
4,2020,5,2020,"LBR",5
4,2020,4,2020,"IB",5
4,2020,4,2020,"PLW",6
4,2020,4,2020,"COK",9
4,2020,11,2020,"NK",1
4,2020,5,2020,"TU",60
4,2020,4,2020,"VDM",2
4,2020,4,2020,"PI_JS",1
4,2020,7,2020,"VN",1
4,2020,5,2020,"PI_SK",42
4,2020,7,2020,"PI_SK",3
4,2020,5,2020,"CS",2
4,2020,6,2020,"NG",11
4,2020,5,2020,"NG",15
4,2020,4,2020,"ML",2
4,2020,5,2020,"TGO",5
4,2020,4,2020,"CS",8
4,2020,8,2020,"KP",80
4,2020,11,2020,"KP",3
4,2020,12,2020,"KP",1
5,2020,6,2020,"TUV",1
5,2020,6,2020,"LBR",9
5,2020,8,2020,"LBR",1
5,2020,8,2020,"PI_AM",3
5,2020,5,2020,"KP",5
5,2020,9,2020,"MHL",6
5,2020,8,2020,"BLACKSEA",73
5,2020,9,2020,"PI_WE",4
5,2020,7,2020,"NG",2
5,2020,8,2020,"KR",3
5,2020,6,2020,"PI_JS",4
5,2020,6,2020,"PI_SK",2
5,2020,7,2020,"CS",2
5,2020,8,2020,"PI_SK",1
6,2020,9,2020,"BV",5
6,2020,7,2020,"BLACKSEA",14
6,2020,6,2020,"NIS",1
6,2020,7,2020,"VN",1
6,2020,6,2020,"PI_ST",41
6,2020,6,2020,"GHOST_VESSEL",2
6,2020,7,2020,"PI_SK",1
6,2020,11,2020,"PI_SK",1
6,2020,7,2020,"UKR",2
7,2020,7,2020,"AMSA",6
7,2020,10,2020,"NG",2
7,2020,12,2020,"LBR",1
7,2020,7,2020,"IOM",8
7,2020,12,2020,"CS",2
7,2020,10,2020,"PI_WE",7
7,2020,10,2020,"NK",1
7,2020,8,2020,"MHL",2
7,2020,8,2020,"PI_JS",3
